id_transaccion,fecha,quarter,region,producto,categoria,cantidad,precio_unit,descuento_pct,cliente_id,vendedor,notas
TX-002863,2026-11-01,Q4,Trujillo,Cartucho Tinta Negra,Suministros,41,73.06,0.2,CL-1742,Ana Torres,Cliente recurrente
TX-002864,2026-08-12,Q3,Cusco,Lámpara LED,Mobiliario,14,91.77,0.05,CL-6236,Diego Salazar,Solicita factura electrónica
TX-002865,2026-02-01,Q1,Arequipa,Monitor 27 4K,Tecnología,1,1820.49,0.1,CL-2083,Ana Torres,Devolución parcial Q anterior
TX-002866,2026-01-13,Q1,Lima,Escritorio Ajustable,Mobiliario,7,1245.89,0.2,CL-6397,Ana Torres,Solicita factura electrónica
TX-002867,2026-04-26,Q2,Trujillo,Resma Papel A4,Suministros,27,27.34,0.15,CL-7910,José Luis Quispe,Solicita factura electrónica
TX-002868,2026-02-27,Q1,Chiclayo,Laptop Pro 15,Tecnología,48,4581.58,0.2,CL-7770,Carlos Vega,Solicita factura electrónica
TX-002869,2026-11-11,Q4,Trujillo,Lámpara LED,Mobiliario,31,91.7,0.1,CL-1300,José Luis Quispe,Cliente premium
TX-002870,2026-03-17,Q1,Trujillo,Silla Ergonómica,Mobiliario,40,822.11,0.0,CL-7962,María Fernández,"Pedido grande, descuento aplicado"
TX-002871,2026-04-14,Q2,Trujillo,Laptop Pro 15,Tecnología,23,4680.68,0.0,CL-3671,Carlos Vega,
TX-002872,2026-12-23,Q4,Cusco,Teclado Mecánico,Tecnología,47,336.63,0.15,CL-7136,Diego Salazar,
TX-002873,2026-10-26,Q4,Lima,Silla Ergonómica,Mobiliario,47,809.57,0.0,CL-9673,Ana Torres,Solicita factura electrónica
TX-002874,2026-03-21,Q1,Trujillo,Mouse Inalámbrico,Tecnología,11,123.3,0.1,CL-2070,María Fernández,Cliente recurrente
TX-002875,2026-05-20,Q2,Chiclayo,Teclado Mecánico,Tecnología,43,345.19,0.05,CL-4264,Carlos Vega,Compra urgente
TX-002876,2026-07-08,Q3,Arequipa,Lámpara LED,Mobiliario,1,94.02,0.2,CL-8799,Ana Torres,Devolución parcial Q anterior
TX-002877,2026-08-31,Q3,Chiclayo,Mouse Inalámbrico,Tecnología,30,123.6,0.2,CL-2273,Carlos Vega,Cliente recurrente
TX-002878,2026-12-08,Q4,Chiclayo,Silla Ergonómica,Mobiliario,22,822.79,0.1,CL-3347,Carlos Vega,Primera compra
TX-002879,2026-11-14,Q4,Arequipa,Cartucho Tinta Negra,Suministros,15,76.13,0.1,CL-5941,María Fernández,Cliente recurrente
TX-002880,2026-12-23,Q4,Trujillo,Laptop Air 13,Tecnología,46,3140.33,0.05,CL-9964,María Fernández,
TX-002881,2026-01-15,Q1,Piura,Mouse Inalámbrico,Tecnología,33,115.25,0.15,CL-3652,Ana Torres,"Pedido grande, descuento aplicado"
TX-002882,2026-03-28,Q1,Cusco,Laptop Pro 15,Tecnología,7,4584.37,0.05,CL-4469,Ana Torres,Devolución parcial Q anterior
TX-002883,2026-07-25,Q3,Piura,Webcam HD,Electrónica,7,176.74,0.15,CL-8161,Ana Torres,Primera compra
TX-002884,2026-01-18,Q1,Chiclayo,Monitor 27 4K,Tecnología,6,1865.99,0.2,CL-2079,José Luis Quispe,Cliente premium
TX-002885,2026-05-10,Q2,Trujillo,Cartucho Tinta Negra,Suministros,15,78.14,0.0,CL-3948,Diego Salazar,Cliente premium
TX-002886,2026-02-26,Q1,Chiclayo,Monitor 27 4K,Tecnología,4,1862.83,0.05,CL-3844,Ana Torres,Devolución parcial Q anterior
TX-002887,2026-12-07,Q4,Piura,Teclado Mecánico,Tecnología,13,343.78,0.05,CL-4609,Ana Torres,Cliente premium
TX-002888,2026-01-24,Q1,Piura,Lámpara LED,Mobiliario,38,92.5,0.2,CL-6161,Lucía Romero,Compra urgente
TX-002889,2026-02-24,Q1,Chiclayo,Cartucho Tinta Negra,Suministros,43,77.95,0.15,CL-2994,Lucía Romero,"Pedido grande, descuento aplicado"
TX-002890,2026-03-13,Q1,Arequipa,Monitor 27 4K,Tecnología,39,1791.53,0.0,CL-4522,Lucía Romero,"Pedido grande, descuento aplicado"
TX-002891,2026-02-24,Q1,Lima,Monitor 27 4K,Tecnología,25,1837.39,0.05,CL-9250,Carlos Vega,Devolución parcial Q anterior
TX-002892,2026-07-27,Q3,Lima,Auriculares BT,Electrónica,35,227.2,0.15,CL-8457,Diego Salazar,Cliente premium
TX-002893,2026-05-13,Q2,Arequipa,Teclado Mecánico,Tecnología,47,342.22,0.2,CL-9605,José Luis Quispe,Solicita factura electrónica
TX-002894,2026-11-30,Q4,Piura,Monitor 27 4K,Tecnología,3,1731.44,0.1,CL-7139,Ana Torres,"Pedido grande, descuento aplicado"
TX-002895,2026-04-06,Q2,Trujillo,Resma Papel A4,Suministros,45,28.35,0.0,CL-6239,Ana Torres,Primera compra
TX-002896,2026-07-16,Q3,Cusco,Laptop Air 13,Tecnología,36,3228.86,0.0,CL-2920,José Luis Quispe,Cliente recurrente
TX-002897,2026-08-29,Q3,Lima,Auriculares BT,Electrónica,19,214.94,0.0,CL-2429,Lucía Romero,Devolución parcial Q anterior
TX-002898,2026-08-17,Q3,Piura,Auriculares BT,Electrónica,22,221.86,0.0,CL-5849,Lucía Romero,Primera compra
TX-002899,2026-10-18,Q4,Cusco,Auriculares BT,Electrónica,22,226.39,0.1,CL-4643,José Luis Quispe,Primera compra
TX-002900,2026-03-15,Q1,Piura,Teclado Mecánico,Tecnología,8,344.75,0.05,CL-8087,José Luis Quispe,Solicita factura electrónica
TX-002901,2026-07-05,Q3,Lima,Laptop Air 13,Tecnología,12,3117.54,0.05,CL-1086,Lucía Romero,Solicita factura electrónica
TX-002902,2026-10-20,Q4,Arequipa,Silla Ergonómica,Mobiliario,15,869.13,0.15,CL-9020,Ana Torres,Devolución parcial Q anterior
TX-002903,2026-11-12,Q4,Lima,Mouse Inalámbrico,Tecnología,1,123.43,0.1,CL-2534,María Fernández,Solicita factura electrónica
TX-002904,2026-08-14,Q3,Arequipa,Webcam HD,Electrónica,25,188.18,0.15,CL-4554,Ana Torres,Compra urgente
TX-002905,2026-08-26,Q3,Chiclayo,Lámpara LED,Mobiliario,24,91.65,0.1,CL-4205,Diego Salazar,Compra urgente
TX-002906,2026-11-12,Q4,Cusco,Webcam HD,Electrónica,17,187.01,0.05,CL-9319,José Luis Quispe,
TX-002907,2026-08-17,Q3,Cusco,Cartucho Tinta Negra,Suministros,9,76.99,0.2,CL-7483,Lucía Romero,
TX-002908,2026-12-13,Q4,Arequipa,Resma Papel A4,Suministros,48,28.57,0.1,CL-1323,María Fernández,Compra urgente
TX-002909,2026-02-16,Q1,Arequipa,Laptop Air 13,Tecnología,34,3140.18,0.2,CL-8676,Diego Salazar,
TX-002910,2026-05-07,Q2,Piura,Laptop Pro 15,Tecnología,24,4284.99,0.0,CL-7089,Diego Salazar,"Pedido grande, descuento aplicado"
TX-002911,2026-02-10,Q1,Chiclayo,Laptop Pro 15,Tecnología,36,4503.4,0.2,CL-1612,José Luis Quispe,"Pedido grande, descuento aplicado"
TX-002912,2026-02-03,Q1,Piura,Lámpara LED,Mobiliario,19,92.96,0.15,CL-8037,Diego Salazar,Primera compra
TX-002913,2026-06-22,Q2,Piura,Monitor 27 4K,Tecnología,11,1762.17,0.05,CL-1305,José Luis Quispe,Cliente premium
TX-002914,2026-03-24,Q1,Cusco,Webcam HD,Electrónica,33,187.69,0.15,CL-4825,Lucía Romero,"Pedido grande, descuento aplicado"
TX-002915,2026-05-29,Q2,Lima,Laptop Air 13,Tecnología,38,3088.95,0.15,CL-2458,Carlos Vega,Compra urgente
TX-002916,2026-06-09,Q2,Piura,Webcam HD,Electrónica,32,187.82,0.2,CL-1098,Diego Salazar,Solicita factura electrónica
TX-002917,2026-08-15,Q3,Piura,Resma Papel A4,Suministros,28,28.01,0.05,CL-6035,Carlos Vega,"Pedido grande, descuento aplicado"
TX-002918,2026-12-12,Q4,Trujillo,Laptop Air 13,Tecnología,1,3308.25,0.2,CL-7182,Lucía Romero,
TX-002919,2026-11-07,Q4,Lima,Laptop Pro 15,Tecnología,32,4402.61,0.15,CL-5316,José Luis Quispe,Solicita factura electrónica
TX-002920,2026-05-19,Q2,Piura,Mouse Inalámbrico,Tecnología,31,121.61,0.05,CL-4082,Ana Torres,"Pedido grande, descuento aplicado"
TX-002921,2026-04-29,Q2,Chiclayo,Mouse Inalámbrico,Tecnología,21,120.68,0.05,CL-5620,Lucía Romero,
TX-002922,2026-10-09,Q4,Arequipa,Teclado Mecánico,Tecnología,12,364.85,0.05,CL-2366,Ana Torres,Cliente recurrente
TX-002923,2026-02-15,Q1,Lima,Escritorio Ajustable,Mobiliario,48,1161.52,0.1,CL-1449,José Luis Quispe,Cliente premium
TX-002924,2026-07-17,Q3,Piura,Laptop Air 13,Tecnología,19,3105.46,0.2,CL-2413,Lucía Romero,Cliente recurrente
TX-002925,2026-06-04,Q2,Arequipa,Laptop Air 13,Tecnología,14,3343.67,0.2,CL-1488,Ana Torres,
TX-002926,2026-03-08,Q1,Piura,Resma Papel A4,Suministros,35,26.87,0.0,CL-7921,María Fernández,Cliente premium
TX-002927,2026-08-14,Q3,Piura,Webcam HD,Electrónica,24,182.42,0.0,CL-6477,José Luis Quispe,Primera compra
TX-002928,2026-04-28,Q2,Arequipa,Teclado Mecánico,Tecnología,28,334.62,0.0,CL-2686,Diego Salazar,Solicita factura electrónica
TX-002929,2026-03-09,Q1,Lima,Webcam HD,Electrónica,32,172.39,0.15,CL-6128,María Fernández,"Pedido grande, descuento aplicado"
TX-002930,2026-08-27,Q3,Trujillo,Mouse Inalámbrico,Tecnología,19,121.17,0.05,CL-5356,Ana Torres,
TX-002931,2026-03-05,Q1,Cusco,Mouse Inalámbrico,Tecnología,8,120.62,0.15,CL-2001,Ana Torres,
TX-002932,2026-09-03,Q3,Chiclayo,Laptop Air 13,Tecnología,9,3223.37,0.15,CL-9732,Carlos Vega,Cliente recurrente
TX-002933,2026-03-01,Q1,Cusco,Silla Ergonómica,Mobiliario,47,847.76,0.0,CL-9439,Diego Salazar,Compra urgente
TX-002934,2026-06-08,Q2,Arequipa,Silla Ergonómica,Mobiliario,25,870.6,0.15,CL-7828,Lucía Romero,Compra urgente
TX-002935,2026-10-22,Q4,Chiclayo,Lámpara LED,Mobiliario,21,99.68,0.15,CL-8277,María Fernández,Solicita factura electrónica
TX-002936,2026-03-25,Q1,Piura,Laptop Air 13,Tecnología,16,3128.25,0.2,CL-5924,Diego Salazar,Compra urgente
TX-002937,2026-10-08,Q4,Trujillo,Monitor 27 4K,Tecnología,36,1768.22,0.15,CL-8233,Diego Salazar,
TX-002938,2026-09-21,Q3,Chiclayo,Silla Ergonómica,Mobiliario,45,834.96,0.05,CL-5753,Diego Salazar,"Pedido grande, descuento aplicado"
TX-002939,2026-11-26,Q4,Piura,Laptop Pro 15,Tecnología,38,4618.47,0.2,CL-2494,Ana Torres,Solicita factura electrónica
TX-002940,2026-03-03,Q1,Chiclayo,Laptop Air 13,Tecnología,27,3151.36,0.05,CL-2505,Ana Torres,Devolución parcial Q anterior
TX-002941,2026-09-19,Q3,Piura,Lámpara LED,Mobiliario,24,96.68,0.2,CL-8685,Lucía Romero,"Pedido grande, descuento aplicado"
TX-002942,2026-12-08,Q4,Cusco,Webcam HD,Electrónica,43,179.03,0.05,CL-5017,María Fernández,Cliente recurrente
TX-002943,2026-10-06,Q4,Lima,Escritorio Ajustable,Mobiliario,42,1212.94,0.2,CL-7564,Ana Torres,
TX-002944,2026-03-10,Q1,Trujillo,Laptop Air 13,Tecnología,20,3305.28,0.15,CL-2303,José Luis Quispe,Devolución parcial Q anterior
TX-002945,2026-10-28,Q4,Piura,Webcam HD,Electrónica,48,180.25,0.1,CL-5030,María Fernández,Compra urgente
TX-002946,2026-02-09,Q1,Chiclayo,Escritorio Ajustable,Mobiliario,41,1197.02,0.05,CL-1752,Diego Salazar,"Pedido grande, descuento aplicado"
TX-002947,2026-08-03,Q3,Piura,Resma Papel A4,Suministros,42,27.35,0.0,CL-2986,José Luis Quispe,"Pedido grande, descuento aplicado"
TX-002948,2026-07-01,Q3,Trujillo,Monitor 27 4K,Tecnología,3,1802.86,0.2,CL-1982,Carlos Vega,Solicita factura electrónica
TX-002949,2026-07-13,Q3,Trujillo,Escritorio Ajustable,Mobiliario,7,1171.49,0.2,CL-2872,Diego Salazar,Devolución parcial Q anterior
TX-002950,2026-07-09,Q3,Lima,Laptop Pro 15,Tecnología,15,4654.61,0.1,CL-6458,José Luis Quispe,Solicita factura electrónica
TX-002951,2026-01-12,Q1,Lima,Lámpara LED,Mobiliario,38,93.94,0.2,CL-1048,Carlos Vega,"Pedido grande, descuento aplicado"
TX-002952,2026-07-05,Q3,Lima,Monitor 27 4K,Tecnología,4,1733.24,0.15,CL-2741,Ana Torres,
TX-002953,2026-12-08,Q4,Chiclayo,Auriculares BT,Electrónica,5,214.28,0.05,CL-7218,José Luis Quispe,
TX-002954,2026-06-09,Q2,Piura,Laptop Pro 15,Tecnología,2,4515.56,0.2,CL-2343,Lucía Romero,
TX-002955,2026-04-12,Q2,Arequipa,Lámpara LED,Mobiliario,10,98.95,0.15,CL-5999,Diego Salazar,Compra urgente
TX-002956,2026-12-30,Q4,Cusco,Laptop Air 13,Tecnología,46,3136.18,0.1,CL-8803,Ana Torres,
TX-002957,2026-02-06,Q1,Cusco,Resma Papel A4,Suministros,36,27.34,0.0,CL-8019,María Fernández,
TX-002958,2026-06-27,Q2,Arequipa,Silla Ergonómica,Mobiliario,36,842.06,0.15,CL-2097,Diego Salazar,
TX-002959,2026-07-07,Q3,Cusco,Webcam HD,Electrónica,15,188.42,0.05,CL-2327,José Luis Quispe,Primera compra
TX-002960,2026-06-24,Q2,Cusco,Lámpara LED,Mobiliario,31,98.28,0.05,CL-7350,Ana Torres,
TX-002961,2026-12-03,Q4,Piura,Mouse Inalámbrico,Tecnología,39,115.8,0.15,CL-4118,Diego Salazar,Solicita factura electrónica
TX-002962,2026-06-03,Q2,Piura,Laptop Air 13,Tecnología,27,3236.4,0.2,CL-4752,Lucía Romero,Cliente premium
TX-002963,2026-12-22,Q4,Lima,Lámpara LED,Mobiliario,42,97.77,0.0,CL-5290,María Fernández,"Pedido grande, descuento aplicado"
TX-002964,2026-01-25,Q1,Cusco,Silla Ergonómica,Mobiliario,28,872.78,0.2,CL-6211,Lucía Romero,Cliente premium
TX-002965,2026-09-25,Q3,Chiclayo,Laptop Pro 15,Tecnología,16,4494.98,0.05,CL-5042,José Luis Quispe,Devolución parcial Q anterior
TX-002966,2026-08-05,Q3,Chiclayo,Escritorio Ajustable,Mobiliario,32,1227.82,0.1,CL-1210,Carlos Vega,Devolución parcial Q anterior
TX-002967,2026-03-29,Q1,Piura,Monitor 27 4K,Tecnología,47,1815.05,0.2,CL-1850,Lucía Romero,"Pedido grande, descuento aplicado"
TX-002968,2026-03-25,Q1,Piura,Monitor 27 4K,Tecnología,41,1746.26,0.05,CL-1000,Carlos Vega,Cliente recurrente
TX-002969,2026-09-20,Q3,Lima,Laptop Pro 15,Tecnología,25,4300.22,0.05,CL-3383,Carlos Vega,Primera compra
TX-002970,2026-08-21,Q3,Chiclayo,Mouse Inalámbrico,Tecnología,30,118.43,0.2,CL-8354,José Luis Quispe,Primera compra
TX-002971,2026-08-12,Q3,Piura,Monitor 27 4K,Tecnología,48,1721.15,0.05,CL-9745,Ana Torres,Cliente premium
TX-002972,2026-01-19,Q1,Chiclayo,Laptop Pro 15,Tecnología,37,4452.76,0.2,CL-5278,José Luis Quispe,Devolución parcial Q anterior
TX-002973,2026-08-07,Q3,Chiclayo,Silla Ergonómica,Mobiliario,25,877.95,0.05,CL-1245,José Luis Quispe,Solicita factura electrónica
TX-002974,2026-12-25,Q4,Arequipa,Monitor 27 4K,Tecnología,14,1861.97,0.15,CL-1641,Lucía Romero,Solicita factura electrónica
TX-002975,2026-01-07,Q1,Lima,Laptop Air 13,Tecnología,45,3050.9,0.1,CL-8334,Ana Torres,"Pedido grande, descuento aplicado"
TX-002976,2026-06-21,Q2,Trujillo,Silla Ergonómica,Mobiliario,48,813.41,0.2,CL-4090,José Luis Quispe,Compra urgente
TX-002977,2026-06-30,Q2,Cusco,Laptop Pro 15,Tecnología,4,4576.44,0.1,CL-8933,María Fernández,
TX-002978,2026-11-24,Q4,Lima,Webcam HD,Electrónica,2,180.0,0.1,CL-5556,Carlos Vega,"Pedido grande, descuento aplicado"
TX-002979,2026-04-14,Q2,Arequipa,Silla Ergonómica,Mobiliario,6,820.2,0.1,CL-8911,María Fernández,"Pedido grande, descuento aplicado"
TX-002980,2026-06-23,Q2,Chiclayo,Webcam HD,Electrónica,19,185.5,0.05,CL-2219,Diego Salazar,Cliente premium
TX-002981,2026-09-19,Q3,Cusco,Auriculares BT,Electrónica,8,213.76,0.1,CL-8723,Lucía Romero,Devolución parcial Q anterior
TX-002982,2026-01-23,Q1,Arequipa,Webcam HD,Electrónica,44,172.41,0.1,CL-5916,Ana Torres,
TX-002983,2026-10-20,Q4,Trujillo,Escritorio Ajustable,Mobiliario,45,1229.94,0.15,CL-4937,Diego Salazar,
TX-002984,2026-10-28,Q4,Trujillo,Silla Ergonómica,Mobiliario,9,859.19,0.0,CL-5758,José Luis Quispe,
TX-002985,2026-09-20,Q3,Arequipa,Resma Papel A4,Suministros,41,27.7,0.1,CL-3944,Ana Torres,Cliente recurrente
TX-002986,2026-08-25,Q3,Chiclayo,Laptop Pro 15,Tecnología,7,4586.73,0.1,CL-6424,Diego Salazar,
TX-002987,2026-09-30,Q3,Trujillo,Auriculares BT,Electrónica,39,229.05,0.15,CL-7929,José Luis Quispe,Primera compra
TX-002988,2026-10-13,Q4,Lima,Teclado Mecánico,Tecnología,18,333.7,0.15,CL-8291,Diego Salazar,Primera compra
TX-002989,2026-11-26,Q4,Arequipa,Laptop Pro 15,Tecnología,2,4557.46,0.1,CL-9803,Ana Torres,Solicita factura electrónica
TX-002990,2026-06-06,Q2,Chiclayo,Monitor 27 4K,Tecnología,21,1749.27,0.0,CL-4714,Carlos Vega,Solicita factura electrónica
TX-002991,2026-06-16,Q2,Lima,Monitor 27 4K,Tecnología,41,1795.34,0.05,CL-7918,Diego Salazar,Cliente recurrente
TX-002992,2026-08-21,Q3,Lima,Laptop Pro 15,Tecnología,46,4465.79,0.05,CL-8996,Carlos Vega,Cliente recurrente
TX-002993,2026-03-12,Q1,Trujillo,Resma Papel A4,Suministros,6,27.69,0.05,CL-1159,José Luis Quispe,
TX-002994,2026-11-09,Q4,Cusco,Laptop Air 13,Tecnología,41,3100.91,0.15,CL-5271,José Luis Quispe,Primera compra
TX-002995,2026-10-09,Q4,Arequipa,Auriculares BT,Electrónica,15,226.66,0.1,CL-7306,Diego Salazar,Compra urgente
TX-002996,2026-08-19,Q3,Cusco,Silla Ergonómica,Mobiliario,23,839.76,0.15,CL-5113,María Fernández,
TX-002997,2026-04-21,Q2,Arequipa,Resma Papel A4,Suministros,6,29.08,0.0,CL-1900,Lucía Romero,"Pedido grande, descuento aplicado"
TX-002998,2026-05-07,Q2,Cusco,Mouse Inalámbrico,Tecnología,48,118.26,0.2,CL-6900,Lucía Romero,Solicita factura electrónica
TX-002999,2026-06-08,Q2,Arequipa,Laptop Air 13,Tecnología,39,3308.71,0.1,CL-4654,Lucía Romero,Solicita factura electrónica
TX-003000,2026-08-30,Q3,Trujillo,Monitor 27 4K,Tecnología,32,1808.0,0.05,CL-6557,José Luis Quispe,Cliente recurrente
TX-003001,2026-10-11,Q4,Piura,Lámpara LED,Mobiliario,36,93.91,0.05,CL-1012,Ana Torres,Devolución parcial Q anterior
TX-003002,2026-09-03,Q3,Chiclayo,Resma Papel A4,Suministros,43,28.57,0.2,CL-1102,Carlos Vega,Cliente premium
TX-003003,2026-12-06,Q4,Lima,Teclado Mecánico,Tecnología,8,360.03,0.15,CL-6425,José Luis Quispe,Cliente premium
TX-003004,2026-12-17,Q4,Arequipa,Mouse Inalámbrico,Tecnología,13,119.79,0.0,CL-9840,María Fernández,
TX-003005,2026-09-15,Q3,Arequipa,Webcam HD,Electrónica,2,178.66,0.2,CL-6754,Carlos Vega,Compra urgente
TX-003006,2026-05-16,Q2,Trujillo,Auriculares BT,Electrónica,24,221.7,0.0,CL-9483,Lucía Romero,"Pedido grande, descuento aplicado"
TX-003007,2026-08-07,Q3,Trujillo,Mouse Inalámbrico,Tecnología,25,121.02,0.05,CL-8624,María Fernández,Solicita factura electrónica
TX-003008,2026-06-05,Q2,Chiclayo,Monitor 27 4K,Tecnología,2,1786.59,0.15,CL-3531,Lucía Romero,Primera compra
TX-003009,2026-08-18,Q3,Chiclayo,Teclado Mecánico,Tecnología,33,359.02,0.1,CL-1921,José Luis Quispe,
TX-003010,2026-10-24,Q4,Piura,Escritorio Ajustable,Mobiliario,1,1187.97,0.1,CL-6026,María Fernández,
TX-003011,2026-05-15,Q2,Arequipa,Escritorio Ajustable,Mobiliario,39,1194.36,0.2,CL-6583,Ana Torres,
TX-003012,2026-07-04,Q3,Lima,Monitor 27 4K,Tecnología,35,1818.96,0.15,CL-7933,Ana Torres,Devolución parcial Q anterior
TX-003013,2026-01-17,Q1,Chiclayo,Laptop Pro 15,Tecnología,40,4719.08,0.2,CL-5688,José Luis Quispe,
TX-003014,2026-09-26,Q3,Chiclayo,Silla Ergonómica,Mobiliario,6,829.66,0.05,CL-9283,María Fernández,Compra urgente
TX-003015,2026-06-28,Q2,Arequipa,Cartucho Tinta Negra,Suministros,43,72.99,0.2,CL-8594,Lucía Romero,Cliente recurrente
TX-003016,2026-06-17,Q2,Lima,Laptop Air 13,Tecnología,27,3096.6,0.05,CL-6272,José Luis Quispe,Compra urgente
TX-003017,2026-07-14,Q3,Piura,Mouse Inalámbrico,Tecnología,43,122.27,0.2,CL-5961,Carlos Vega,
TX-003018,2026-03-20,Q1,Trujillo,Laptop Air 13,Tecnología,35,3183.71,0.1,CL-1170,Lucía Romero,
TX-003019,2026-08-07,Q3,Chiclayo,Monitor 27 4K,Tecnología,33,1779.95,0.1,CL-8027,José Luis Quispe,Primera compra
TX-003020,2026-09-29,Q3,Trujillo,Lámpara LED,Mobiliario,2,92.19,0.0,CL-7125,Diego Salazar,Solicita factura electrónica
TX-003021,2026-05-08,Q2,Piura,Teclado Mecánico,Tecnología,34,363.69,0.2,CL-9064,Diego Salazar,"Pedido grande, descuento aplicado"
TX-003022,2026-02-17,Q1,Piura,Teclado Mecánico,Tecnología,22,348.01,0.05,CL-1837,Diego Salazar,Devolución parcial Q anterior
TX-003023,2026-05-22,Q2,Lima,Webcam HD,Electrónica,42,181.94,0.1,CL-2314,Ana Torres,Primera compra
TX-003024,2026-03-14,Q1,Lima,Monitor 27 4K,Tecnología,34,1730.26,0.0,CL-7039,José Luis Quispe,Cliente premium
TX-003025,2026-05-17,Q2,Piura,Monitor 27 4K,Tecnología,4,1729.43,0.2,CL-5402,Ana Torres,
TX-003026,2026-08-17,Q3,Arequipa,Webcam HD,Electrónica,44,172.21,0.05,CL-6286,Diego Salazar,
TX-003027,2026-02-11,Q1,Arequipa,Escritorio Ajustable,Mobiliario,4,1184.08,0.15,CL-4910,Lucía Romero,
TX-003028,2026-09-30,Q3,Piura,Laptop Pro 15,Tecnología,15,4487.8,0.15,CL-6765,Carlos Vega,Devolución parcial Q anterior
TX-003029,2026-03-23,Q1,Arequipa,Silla Ergonómica,Mobiliario,11,828.29,0.1,CL-6925,José Luis Quispe,
TX-003030,2026-11-23,Q4,Lima,Escritorio Ajustable,Mobiliario,48,1181.96,0.0,CL-2703,José Luis Quispe,
TX-003031,2026-09-25,Q3,Lima,Teclado Mecánico,Tecnología,8,332.72,0.05,CL-7842,José Luis Quispe,Primera compra
TX-003032,2026-04-10,Q2,Cusco,Escritorio Ajustable,Mobiliario,42,1182.13,0.15,CL-5441,José Luis Quispe,Cliente recurrente
TX-003033,2026-07-25,Q3,Trujillo,Lámpara LED,Mobiliario,11,91.38,0.1,CL-6179,Diego Salazar,Compra urgente
TX-003034,2026-02-10,Q1,Piura,Teclado Mecánico,Tecnología,32,336.99,0.1,CL-6560,Lucía Romero,Cliente premium
TX-003035,2026-02-06,Q1,Chiclayo,Cartucho Tinta Negra,Suministros,5,71.28,0.05,CL-7699,María Fernández,"Pedido grande, descuento aplicado"
TX-003036,2026-12-15,Q4,Trujillo,Silla Ergonómica,Mobiliario,20,866.69,0.1,CL-3702,Lucía Romero,Solicita factura electrónica
TX-003037,2026-10-20,Q4,Piura,Webcam HD,Electrónica,31,187.76,0.0,CL-1061,Ana Torres,Solicita factura electrónica
TX-003038,2026-02-26,Q1,Arequipa,Laptop Air 13,Tecnología,35,3238.89,0.1,CL-2634,Carlos Vega,"Pedido grande, descuento aplicado"
TX-003039,2026-04-14,Q2,Cusco,Teclado Mecánico,Tecnología,43,335.87,0.0,CL-9690,Ana Torres,Primera compra
TX-003040,2026-03-14,Q1,Arequipa,Resma Papel A4,Suministros,40,29.37,0.15,CL-3003,Diego Salazar,Solicita factura electrónica
TX-003041,2026-05-25,Q2,Lima,Auriculares BT,Electrónica,26,230.46,0.1,CL-3243,Ana Torres,
TX-003042,2026-04-17,Q2,Chiclayo,Monitor 27 4K,Tecnología,15,1794.28,0.2,CL-8721,Diego Salazar,Cliente recurrente
TX-003043,2026-04-30,Q2,Arequipa,Webcam HD,Electrónica,13,172.94,0.1,CL-3121,Lucía Romero,
TX-003044,2026-07-13,Q3,Cusco,Monitor 27 4K,Tecnología,49,1839.73,0.0,CL-5180,Diego Salazar,Primera compra
TX-003045,2026-03-11,Q1,Cusco,Mouse Inalámbrico,Tecnología,30,125.54,0.05,CL-4334,Lucía Romero,"Pedido grande, descuento aplicado"
TX-003046,2026-11-19,Q4,Lima,Teclado Mecánico,Tecnología,45,359.75,0.2,CL-6948,María Fernández,
TX-003047,2026-09-23,Q3,Chiclayo,Silla Ergonómica,Mobiliario,22,860.56,0.2,CL-6350,Lucía Romero,Cliente recurrente
TX-003048,2026-10-05,Q4,Arequipa,Auriculares BT,Electrónica,24,222.44,0.0,CL-5633,Diego Salazar,
TX-003049,2026-03-03,Q1,Lima,Resma Papel A4,Suministros,41,29.34,0.15,CL-5513,Diego Salazar,Compra urgente
TX-003050,2026-09-16,Q3,Cusco,Cartucho Tinta Negra,Suministros,36,71.8,0.1,CL-8506,Lucía Romero,
TX-003051,2026-11-02,Q4,Lima,Teclado Mecánico,Tecnología,10,337.73,0.05,CL-6232,Lucía Romero,Devolución parcial Q anterior
TX-003052,2026-03-05,Q1,Chiclayo,Webcam HD,Electrónica,26,185.95,0.1,CL-5575,José Luis Quispe,Cliente premium
TX-003053,2026-10-02,Q4,Arequipa,Silla Ergonómica,Mobiliario,11,819.83,0.2,CL-8985,Diego Salazar,Primera compra
TX-003054,2026-05-11,Q2,Arequipa,Lámpara LED,Mobiliario,38,93.89,0.0,CL-1839,María Fernández,Solicita factura electrónica
TX-003055,2026-10-15,Q4,Arequipa,Resma Papel A4,Suministros,2,27.39,0.2,CL-8500,José Luis Quispe,"Pedido grande, descuento aplicado"
TX-003056,2026-06-24,Q2,Lima,Lámpara LED,Mobiliario,41,92.56,0.0,CL-2781,Diego Salazar,
TX-003057,2026-10-20,Q4,Lima,Lámpara LED,Mobiliario,46,90.49,0.15,CL-3984,Carlos Vega,
TX-003058,2026-02-23,Q1,Trujillo,Silla Ergonómica,Mobiliario,2,855.63,0.0,CL-1119,Lucía Romero,
TX-003059,2026-05-23,Q2,Arequipa,Lámpara LED,Mobiliario,31,94.06,0.0,CL-6141,Ana Torres,
TX-003060,2026-04-10,Q2,Lima,Auriculares BT,Electrónica,4,221.13,0.0,CL-8482,José Luis Quispe,
